trecho_id,decliv_media_pct,decliv_max_pct,frac_plana,frac_ingreme,decliv_media_graus
RO-ARQ-0443,3.66,4.93,0.0,0.0,2.1
RO-ARQ-0444,2.97,4.72,0.143,0.0,1.7
RO-ARQ-0445,1.09,1.59,1.0,0.0,0.62
RO-ARQ-0446,6.23,7.33,0.0,0.0,3.56
RO-ARQ-0447,3.79,7.63,0.25,0.0,2.17
RO-ARQ-0448,0.77,1.28,1.0,0.0,0.44
RO-ARQ-0449,2.53,3.77,0.3,0.0,1.45
RO-ARQ-0450,3.54,5.31,0.125,0.0,2.03
RO-ARQ-0451,5.11,5.39,0.0,0.0,2.93
RO-ARQ-0452,2.05,3.03,0.5,0.0,1.17
RO-ARQ-0453,4.41,5.92,0.0,0.0,2.52
RO-ARQ-0454,1.79,3.46,0.667,0.0,1.02
RO-ARQ-0455,2.58,4.46,0.2,0.0,1.48
RO-ARQ-0456,4.25,5.21,0.0,0.0,2.44
RO-ARQ-0457,8.42,20.42,0.0,0.375,4.81
RO-ARQ-0458,4.35,6.49,0.0,0.0,2.49
RO-ARQ-0459,3.23,5.73,0.182,0.0,1.85
RO-ARQ-0460,5.56,6.95,0.0,0.0,3.18
RO-ARQ-0461,2.33,4.04,0.444,0.0,1.34
RO-ARQ-0462,2.2,5.07,0.588,0.0,1.26
RO-ARQ-0463,4.85,17.36,0.0,0.077,2.78
RO-ARQ-0464,3.75,7.3,0.333,0.0,2.15
RO-ARQ-0465,2.63,4.65,0.4,0.0,1.5
RO-ARQ-0466,2.04,3.89,0.6,0.0,1.17
RO-ARQ-0467,2.16,3.94,0.5,0.0,1.24
RO-ARQ-0468,3.36,6.28,0.222,0.0,1.93
RO-ARQ-0469,3.47,6.18,0.15,0.0,1.99
RO-ARQ-0470,4.12,7.2,0.0,0.0,2.36
RO-ARQ-0471,7.05,29.63,0.0,0.2,4.04
RO-ARQ-0472,7.48,14.97,0.0,0.45,4.28
RO-ARQ-0473,3.09,5.15,0.1,0.0,1.77
RO-ARQ-0474,4.15,6.76,0.083,0.0,2.37
RO-ARQ-0475,5.85,7.75,0.0,0.0,3.35
RO-ARQ-0476,2.09,4.83,0.545,0.0,1.19
RO-ARQ-0477,4.6,5.61,0.0,0.0,2.63
RO-ARQ-0478,3.91,6.16,0.125,0.0,2.24
RO-ARQ-0479,4.33,9.94,0.222,0.111,2.48
RO-ARQ-0480,5.7,21.3,0.071,0.214,3.26
RO-ARQ-0481,5.16,6.83,0.0,0.0,2.96
RO-ARQ-0482,2.99,4.87,0.0,0.0,1.72
RO-ARQ-0483,4.09,15.39,0.35,0.2,2.34
RO-ARQ-0484,4.46,8.77,0.067,0.067,2.55
RO-ARQ-0485,5.83,12.41,0.0,0.167,3.33
RO-ARQ-0486,4.21,7.76,0.0,0.0,2.41
RO-ARQ-0487,3.74,7.43,0.0,0.0,2.14
RO-ARQ-0488,3.26,4.77,0.043,0.0,1.87
RO-ARQ-0489,3.08,6.03,0.2,0.0,1.76
RO-ARQ-0490,3.54,7.43,0.182,0.0,2.03
RO-ARQ-0491,2.71,3.95,0.333,0.0,1.55
RO-ARQ-0492,2.57,4.34,0.333,0.0,1.47
RO-ARQ-0493,4.95,9.43,0.056,0.056,2.83
RO-ARQ-0494,3.45,4.83,0.143,0.0,1.98
RO-ARQ-0495,3.81,7.96,0.188,0.0,2.18
RO-ARQ-0496,4.86,6.43,0.0,0.0,2.78
RO-ARQ-0497,2.54,4.87,0.32,0.0,1.46
RO-ARQ-0498,1.86,3.69,0.556,0.0,1.07
RO-ARQ-0499,3.73,8.85,0.139,0.056,2.14
RO-ARQ-0500,2.65,6.54,0.37,0.0,1.52
RO-ARQ-0501,3.35,4.86,0.0,0.0,1.92
RO-ARQ-0502,6.32,22.37,0.0,0.3,3.61
RO-ARQ-0503,4.21,5.61,0.0,0.0,2.41
RO-ARQ-0504,2.67,7.16,0.263,0.0,1.53
RO-ARQ-0505,1.98,4.72,0.75,0.0,1.14
RO-ARQ-0506,3.17,6.95,0.259,0.0,1.82
RO-ARQ-0507,2.94,10.08,0.387,0.065,1.69
RO-ARQ-0508,2.64,4.28,0.143,0.0,1.51
RO-ARQ-0509,1.65,2.74,0.667,0.0,0.94
RO-ARQ-0510,4.33,6.5,0.036,0.0,2.48
RO-ARQ-0511,3.02,4.83,0.182,0.0,1.73
RO-ARQ-0512,2.79,8.77,0.353,0.029,1.6
RO-ARQ-0513,4.4,19.53,0.25,0.143,2.52
RO-ARQ-0514,2.78,9.15,0.343,0.029,1.59
RO-ARQ-0515,4.22,9.35,0.0,0.083,2.42
RO-ARQ-0516,5.03,7.61,0.0,0.0,2.88
RO-ARQ-0517,4.33,7.25,0.0,0.0,2.48
RO-ARQ-0518,3.96,6.76,0.143,0.0,2.27
RO-ARQ-0519,2.5,4.29,0.333,0.0,1.43
RO-ARQ-0520,4.21,11.95,0.038,0.038,2.41
RO-ARQ-0521,2.97,4.5,0.333,0.0,1.7
RO-ARQ-0522,3.8,8.33,0.1,0.033,2.18
RO-ARQ-0523,2.72,5.92,0.302,0.0,1.56
RO-ARQ-0524,3.06,6.72,0.31,0.0,1.75
RO-ARQ-0525,4.94,6.99,0.0,0.0,2.83
RO-ARQ-0526,2.42,4.74,0.438,0.0,1.38
RO-ARQ-0527,3.14,6.18,0.222,0.0,1.8
RO-ARQ-0528,4.25,6.97,0.067,0.0,2.43
RO-ARQ-0529,4.81,7.36,0.0,0.0,2.76
RO-ARQ-0530,4.07,7.3,0.167,0.0,2.33
RO-ARQ-0531,2.24,8.91,0.523,0.023,1.28
RO-ARQ-0532,6.33,13.25,0.0,0.118,3.62
RO-ARQ-0533,4.62,6.79,0.0,0.0,2.64
RO-ARQ-0534,3.28,6.02,0.188,0.0,1.88
RO-ARQ-0535,4.29,8.93,0.024,0.048,2.46
RO-ARQ-0536,4.98,9.92,0.088,0.147,2.85
RO-ARQ-0537,4.38,6.72,0.1,0.0,2.51
RO-ARQ-0538,5.34,7.46,0.0,0.0,3.06
RO-ARQ-0539,5.19,8.44,0.062,0.062,2.97
RO-ARQ-0540,5.88,10.93,0.0,0.1,3.37
RO-ARQ-0541,5.8,6.68,0.0,0.0,3.32
RO-ARQ-0542,5.1,8.54,0.1,0.1,2.92
RO-ARQ-0543,5.22,10.06,0.143,0.214,2.99
RO-ARQ-0544,1.98,5.25,0.655,0.0,1.13
RO-ARQ-0545,3.52,6.75,0.15,0.0,2.02
RO-ARQ-0546,3.1,9.17,0.288,0.058,1.78
RO-ARQ-0547,2.64,5.49,0.4,0.0,1.51
RO-ARQ-0548,7.59,10.68,0.0,0.444,4.34
RO-ARQ-0549,2.61,4.18,0.273,0.0,1.49
RO-ARQ-0550,2.73,4.6,0.273,0.0,1.56
RO-ARQ-0551,9.61,12.24,0.0,0.8,5.49
RO-ARQ-0552,2.17,3.15,0.364,0.0,1.25
RO-ARQ-0553,2.71,3.78,0.273,0.0,1.55
RO-ARQ-0554,4.75,15.27,0.167,0.167,2.72
RO-ARQ-0555,3.24,5.79,0.182,0.0,1.86
RO-ARQ-0556,4.88,11.59,0.188,0.25,2.79
RO-ARQ-0557,3.36,5.49,0.182,0.0,1.92
RO-ARQ-0558,1.95,4.37,0.667,0.0,1.12
RO-ARQ-0559,4.39,9.13,0.071,0.071,2.51
RO-ARQ-0560,6.99,23.3,0.074,0.37,4.0
RO-ARQ-0561,1.89,4.61,0.625,0.0,1.08
RO-ARQ-0562,2.95,5.49,0.231,0.0,1.69
RO-ARQ-0563,2.03,3.37,0.5,0.0,1.16
RO-ARQ-0564,3.19,6.26,0.0,0.0,1.83
RO-ARQ-0565,3.2,8.87,0.364,0.091,1.84
RO-ARQ-0566,2.58,5.06,0.5,0.0,1.48
RO-ARQ-0567,3.93,7.76,0.333,0.0,2.25
RO-ARQ-0568,1.55,3.81,0.778,0.0,0.89
RO-ARQ-0569,1.92,3.1,0.5,0.0,1.1
RO-ARQ-0570,7.62,11.28,0.0,0.4,4.36
RO-ARQ-0571,3.02,4.22,0.222,0.0,1.73
RO-ARQ-0572,3.53,7.27,0.3,0.0,2.02
RO-ARQ-0573,4.27,8.1,0.125,0.042,2.44
RO-ARQ-0574,4.38,10.47,0.167,0.111,2.51
RO-ARQ-0575,4.48,9.81,0.105,0.105,2.57
RO-ARQ-0576,3.92,10.85,0.364,0.182,2.25
RO-ARQ-0577,7.81,15.77,0.0,0.4,4.47
RO-ARQ-0578,4.9,14.82,0.167,0.167,2.81
RO-ARQ-0579,2.39,4.17,0.308,0.0,1.37
RO-ARQ-0580,3.52,7.3,0.167,0.0,2.02
RO-ARQ-0581,3.36,8.77,0.306,0.028,1.93
RO-ARQ-0582,8.41,21.32,0.086,0.429,4.81
RO-ARQ-0583,5.52,19.41,0.087,0.174,3.16
RO-ARQ-0584,2.49,6.88,0.478,0.0,1.42
RO-ARQ-0585,7.59,12.46,0.0,0.538,4.34
RO-ARQ-0586,3.76,12.84,0.281,0.105,2.15
RO-ARQ-0587,3.19,5.15,0.25,0.0,1.83
RO-ARQ-0588,3.09,9.33,0.333,0.111,1.77
RO-ARQ-0589,3.84,10.97,0.237,0.085,2.2
RO-ARQ-0590,2.35,5.79,0.455,0.0,1.35
RO-ARQ-0591,3.81,5.57,0.25,0.0,2.18
RO-ARQ-0592,2.17,4.87,0.451,0.0,1.24
RO-ARQ-0593,4.41,9.26,0.153,0.102,2.52
RO-ARQ-0594,3.88,6.13,0.333,0.0,2.22
RO-ARQ-0595,1.95,3.58,0.667,0.0,1.12
RO-ARQ-0596,4.28,8.65,0.212,0.061,2.45
RO-ARQ-0597,2.8,6.37,0.312,0.0,1.61
RO-ARQ-0598,4.02,7.02,0.143,0.0,2.3
RO-ARQ-0599,2.13,2.91,0.286,0.0,1.22
RO-ARQ-0600,2.73,4.5,0.182,0.0,1.56
RO-ARQ-0601,5.9,8.62,0.0,0.125,3.38
RO-ARQ-0602,2.21,4.76,0.5,0.0,1.27
RO-ARQ-0603,5.45,7.05,0.167,0.0,3.12
RO-ARQ-0604,4.07,8.96,0.067,0.133,2.33
RO-ARQ-0605,3.15,4.35,0.143,0.0,1.8
RO-ARQ-0606,2.12,3.37,0.429,0.0,1.21
RO-ARQ-0607,3.48,5.81,0.25,0.0,1.99
RO-ARQ-0608,2.71,6.19,0.417,0.0,1.55
RO-ARQ-0609,4.87,7.47,0.333,0.0,2.79
RO-ARQ-0610,6.73,8.34,0.0,0.231,3.85
RO-ARQ-0611,1.93,3.33,0.556,0.0,1.1
RO-ARQ-0612,3.51,6.4,0.182,0.0,2.01
RO-ARQ-0613,2.17,4.9,0.5,0.0,1.24
RO-ARQ-0614,4.74,8.89,0.188,0.062,2.71
RO-ARQ-0615,2.17,4.4,0.538,0.0,1.24
RO-ARQ-0616,2.02,4.05,0.667,0.0,1.16
RO-ARQ-0617,2.35,4.12,0.286,0.0,1.34
RO-ARQ-0618,3.04,4.9,0.375,0.0,1.74
RO-ARQ-0619,3.28,4.93,0.4,0.0,1.88
RO-ARQ-0620,2.11,3.66,0.429,0.0,1.21
RO-ARQ-0621,2.67,4.27,0.222,0.0,1.53
RO-ARQ-0622,3.99,6.68,0.174,0.0,2.28
RO-ARQ-0623,2.48,4.63,0.385,0.0,1.42
RO-ARQ-0624,4.2,7.03,0.182,0.0,2.4
RO-ARQ-0625,5.98,9.5,0.0,0.25,3.42
RO-ARQ-0626,2.86,11.41,0.455,0.091,1.64
RO-ARQ-0627,3.14,7.82,0.316,0.0,1.8
RO-ARQ-0628,2.21,4.93,0.474,0.0,1.26
RO-ARQ-0629,2.35,4.56,0.389,0.0,1.35
RO-ARQ-0630,1.73,4.91,0.75,0.0,0.99
RO-ARQ-0631,2.23,4.19,0.353,0.0,1.28
RO-ARQ-0632,4.6,8.08,0.105,0.053,2.63
RO-ARQ-0633,2.56,7.88,0.417,0.0,1.47
RO-ARQ-0634,2.25,3.35,0.438,0.0,1.29
RO-ARQ-0635,4.19,7.39,0.143,0.0,2.4
RO-ARQ-0636,3.92,7.27,0.067,0.0,2.24
RO-ARQ-0637,3.51,7.81,0.132,0.0,2.01
RO-ARQ-0638,3.25,5.11,0.375,0.0,1.86
RO-ARQ-0639,3.97,8.08,0.163,0.02,2.27
RO-ARQ-0640,3.03,7.52,0.391,0.0,1.73
RO-ARQ-0641,3.49,12.86,0.236,0.091,2.0
RO-ARQ-0642,2.96,4.55,0.0,0.0,1.69
RO-ARQ-0643,4.28,4.28,0.0,0.0,2.45
RO-ARQ-0644,2.16,2.25,0.0,0.0,1.24
RO-ARQ-0645,0.76,0.82,1.0,0.0,0.44
RO-ARQ-0646,5.74,9.19,0.091,0.091,3.29
RO-ARQ-0647,2.3,5.19,0.545,0.0,1.32
RO-ARQ-0648,2.18,3.38,0.333,0.0,1.25
RO-ARQ-0649,2.67,2.9,0.0,0.0,1.53
RO-ARQ-0650,2.78,4.21,0.25,0.0,1.59
RO-ARQ-0651,1.9,4.88,0.667,0.0,1.09
RO-ARQ-0652,2.22,4.2,0.4,0.0,1.27
RO-ARQ-0653,2.88,5.75,0.4,0.0,1.65
RO-ARQ-0654,1.97,3.67,0.625,0.0,1.13
RO-ARQ-0655,3.09,4.01,0.167,0.0,1.77
RO-ARQ-0656,1.98,4.24,0.667,0.0,1.13
RO-ARQ-0657,1.64,3.56,0.71,0.0,0.94
RO-ARQ-0658,2.96,5.95,0.4,0.0,1.69
RO-ARQ-0659,3.09,5.97,0.3,0.0,1.77
RO-ARQ-0660,2.28,4.13,0.556,0.0,1.31
RO-ARQ-0661,7.15,9.91,0.0,0.571,4.09
RO-ARQ-0662,4.05,9.96,0.271,0.086,2.32
RO-ARQ-0663,3.04,15.6,0.485,0.059,1.74
RO-ARQ-0664,5.47,12.46,0.127,0.254,3.13
RO-ARQ-0665,6.86,18.82,0.071,0.371,3.92
RO-ARQ-0666,5.97,20.89,0.09,0.194,3.42
RO-ARQ-0667,4.64,12.01,0.137,0.123,2.65
RO-ARQ-0668,6.24,15.79,0.07,0.268,3.57
RO-ARQ-0669,6.93,22.0,0.014,0.233,3.96
RO-ARQ-0670,2.9,7.17,0.341,0.0,1.66
RO-ARQ-0671,,,,,
RO-ARQ-0672,,,,,
RO-ARQ-0673,4.7,10.9,0.16,0.2,2.69
RO-ARQ-0674,3.39,9.14,0.385,0.154,1.94
RO-ARQ-0675,2.59,4.44,0.182,0.0,1.48
RO-ARQ-0676,3.23,7.88,0.095,0.0,1.85
RO-ARQ-0677,2.0,3.6,0.545,0.0,1.15
RO-ARQ-0678,2.75,5.67,0.286,0.0,1.57
RO-ARQ-0679,2.16,3.73,0.5,0.0,1.24
RO-ARQ-0680,2.57,3.77,0.273,0.0,1.47
RO-ARQ-0681,2.13,4.02,0.421,0.0,1.22
RO-ARQ-0682,2.41,4.58,0.37,0.0,1.38
RO-ARQ-0683,2.44,7.53,0.533,0.0,1.4
RO-ARQ-0684,2.15,4.17,0.412,0.0,1.23
RO-ARQ-0685,2.07,5.7,0.605,0.0,1.19
RO-ARQ-0686,4.33,8.98,0.125,0.125,2.48
RO-ARQ-0687,1.97,4.66,0.68,0.0,1.13
RO-ARQ-0688,2.12,4.39,0.5,0.0,1.22
RO-ARQ-0689,2.97,5.7,0.25,0.0,1.7
RO-ARQ-0690,2.29,5.06,0.377,0.0,1.31
RO-ARQ-0691,3.61,4.44,0.0,0.0,2.07
RO-ARQ-0692,1.9,2.79,0.444,0.0,1.09
RO-ARQ-0693,2.09,3.35,0.5,0.0,1.2
RO-ARQ-0694,1.63,5.55,0.742,0.0,0.94
RO-ARQ-0695,3.07,5.46,0.138,0.0,1.76
RO-ARQ-0696,1.5,3.6,0.667,0.0,0.86
RO-ARQ-0697,1.22,2.41,0.842,0.0,0.7
RO-ARQ-0698,1.09,2.7,0.889,0.0,0.62
RO-ARQ-0699,2.78,4.95,0.4,0.0,1.59
RO-ARQ-0700,2.71,4.95,0.143,0.0,1.55
RO-ARQ-0701,2.78,3.94,0.286,0.0,1.6
RO-ARQ-0702,4.01,5.03,0.0,0.0,2.3
RO-ARQ-0703,1.34,2.35,0.8,0.0,0.77
RO-ARQ-0704,2.46,3.27,0.333,0.0,1.41
RO-ARQ-0705,1.42,2.15,0.895,0.0,0.81
RO-ARQ-0706,1.31,2.14,0.812,0.0,0.75
RO-ARQ-0707,4.42,5.78,0.0,0.0,2.53
RO-ARQ-0708,3.08,4.1,0.143,0.0,1.76
RO-ARQ-0709,3.26,5.65,0.2,0.0,1.87
RO-ARQ-0710,1.19,2.38,0.931,0.0,0.68
RO-ARQ-0711,2.56,4.05,0.267,0.0,1.47
RO-ARQ-0712,1.66,4.2,0.667,0.0,0.95
RO-ARQ-0713,1.02,1.78,1.0,0.0,0.59
RO-ARQ-0714,3.41,4.77,0.2,0.0,1.95
RO-ARQ-0715,2.88,5.67,0.263,0.0,1.65
RO-ARQ-0716,1.73,3.13,0.647,0.0,0.99
RO-ARQ-0717,1.99,4.32,0.778,0.0,1.14
RO-ARQ-0718,1.69,5.14,0.867,0.0,0.97
RO-ARQ-0719,3.77,5.82,0.2,0.0,2.16
RO-ARQ-0720,2.43,3.93,0.4,0.0,1.39
RO-ARQ-0721,3.69,5.04,0.118,0.0,2.11
RO-ARQ-0722,1.14,2.13,0.941,0.0,0.66
RO-ARQ-0723,3.54,5.55,0.1,0.0,2.02
RO-ARQ-0724,1.22,2.54,0.9,0.0,0.7
RO-ARQ-0725,2.89,4.24,0.182,0.0,1.66
RO-ARQ-0726,2.86,5.46,0.3,0.0,1.64
RO-ARQ-0727,1.61,3.6,0.722,0.0,0.93
RO-ARQ-0728,1.94,3.88,0.5,0.0,1.11
RO-ARQ-0729,5.14,8.31,0.0,0.083,2.94
RO-ARQ-0730,3.47,5.99,0.0,0.0,1.99
RO-ARQ-0731,4.31,8.31,0.0,0.043,2.47
RO-ARQ-0732,1.69,3.13,0.9,0.0,0.97
RO-ARQ-0733,3.45,6.44,0.25,0.0,1.97
RO-ARQ-0734,4.14,8.35,0.138,0.069,2.37
RO-ARQ-0735,1.99,3.74,0.6,0.0,1.14
RO-ARQ-0736,0.82,2.13,0.964,0.0,0.47
RO-ARQ-0737,2.05,3.1,0.5,0.0,1.18
RO-ARQ-0738,1.19,3.74,0.818,0.0,0.68
RO-ARQ-0739,1.36,2.15,0.778,0.0,0.78
RO-ARQ-0740,0.85,1.66,1.0,0.0,0.49
RO-ARQ-0741,0.99,2.32,0.944,0.0,0.57
RO-ARQ-0742,1.61,3.08,0.667,0.0,0.92
RO-ARQ-0743,2.13,2.97,0.286,0.0,1.22
RO-ARQ-0744,2.89,3.78,0.167,0.0,1.66
RO-ARQ-0745,2.13,4.56,0.611,0.0,1.22
RO-ARQ-0746,2.3,2.78,0.333,0.0,1.32
RO-ARQ-0747,1.67,2.95,0.556,0.0,0.96
RO-ARQ-0748,1.15,2.56,0.778,0.0,0.66
RO-ARQ-0749,1.61,3.16,0.6,0.0,0.92
RO-ARQ-0750,3.47,5.75,0.167,0.0,1.98
RO-ARQ-0751,1.31,2.52,0.714,0.0,0.75
RO-ARQ-0752,1.63,4.09,0.778,0.0,0.93
RO-ARQ-0753,2.06,2.56,0.667,0.0,1.18
RO-ARQ-0754,1.46,2.67,0.75,0.0,0.84
RO-ARQ-0755,2.45,2.71,0.0,0.0,1.4
RO-ARQ-0756,2.35,4.83,0.429,0.0,1.35
RO-ARQ-0757,2.14,2.79,0.409,0.0,1.22
RO-ARQ-0758,2.3,3.55,0.357,0.0,1.32
RO-ARQ-0759,2.31,4.99,0.565,0.0,1.32
RO-ARQ-0760,1.15,1.8,1.0,0.0,0.66
RO-ARQ-0761,3.21,6.12,0.154,0.0,1.84
RO-ARQ-0762,2.84,5.17,0.222,0.0,1.63
RO-ARQ-0763,2.47,3.1,0.071,0.0,1.42
RO-ARQ-0764,2.06,2.79,0.357,0.0,1.18
RO-ARQ-0765,2.65,6.38,0.571,0.0,1.52
RO-ARQ-0766,3.28,4.82,0.083,0.0,1.88
RO-ARQ-0767,2.94,4.5,0.111,0.0,1.68
RO-ARQ-0768,1.96,4.58,0.6,0.0,1.12
RO-ARQ-0769,2.01,3.31,0.5,0.0,1.15
RO-ARQ-0770,2.65,3.16,0.111,0.0,1.52
RO-ARQ-0771,1.62,2.62,0.7,0.0,0.93
RO-ARQ-0772,2.15,3.72,0.5,0.0,1.23
RO-ARQ-0773,1.7,4.39,0.6,0.0,0.97
RO-ARQ-0774,2.46,5.75,0.444,0.0,1.41
RO-ARQ-0775,1.63,4.75,0.745,0.0,0.93
RO-ARQ-0776,2.12,3.74,0.429,0.0,1.22
RO-ARQ-0777,2.03,4.77,0.55,0.0,1.17
RO-ARQ-0778,2.45,4.89,0.357,0.0,1.41
RO-ARQ-0779,1.16,2.3,0.917,0.0,0.67
RO-ARQ-0780,2.77,6.38,0.316,0.0,1.59
RO-ARQ-0781,1.42,2.72,0.824,0.0,0.81
RO-ARQ-0782,2.88,3.8,0.143,0.0,1.65
RO-ARQ-0783,2.31,4.45,0.444,0.0,1.32
RO-ARQ-0784,3.62,5.3,0.125,0.0,2.07
RO-ARQ-0785,4.18,5.31,0.0,0.0,2.39
RO-ARQ-0786,3.03,7.27,0.333,0.0,1.73
RO-ARQ-0787,3.95,4.98,0.0,0.0,2.26
RO-ARQ-0788,3.32,4.13,0.0,0.0,1.9
RO-ARQ-0789,3.42,4.54,0.0,0.0,1.96
RO-ARQ-0790,4.59,7.78,0.0,0.0,2.63
RO-ARQ-0791,4.31,6.31,0.0,0.0,2.47
RO-ARQ-0792,3.59,9.17,0.281,0.031,2.05
RO-ARQ-0793,5.76,7.55,0.0,0.0,3.3
RO-ARQ-0794,3.31,6.6,0.161,0.0,1.89
RO-ARQ-0795,4.99,13.6,0.0,0.08,2.85
RO-ARQ-0796,,,,,
RO-ARQ-0797,,,,,
RO-ARQ-0798,4.94,8.28,0.059,0.088,2.83
RO-ARQ-0799,2.42,6.72,0.448,0.0,1.39
RO-ARQ-0800,2.37,5.26,0.353,0.0,1.36
RO-ARQ-0801,3.27,13.73,0.571,0.127,1.87
RO-ARQ-0802,2.09,8.34,0.615,0.015,1.19
RO-ARQ-0803,4.8,15.16,0.143,0.078,2.75
RO-ARQ-0804,3.4,12.55,0.397,0.127,1.95
RO-ARQ-0805,4.7,14.38,0.136,0.153,2.69
RO-ARQ-0806,3.53,9.67,0.23,0.02,2.02
RO-ARQ-0807,4.61,15.85,0.052,0.082,2.64
RO-ARQ-0808,3.08,6.94,0.264,0.0,1.76
RO-ARQ-0809,6.45,14.42,0.062,0.266,3.69
RO-ARQ-0810,7.68,11.14,0.0,0.5,4.39
RO-ARQ-0811,3.27,11.49,0.314,0.057,1.88
RO-ARQ-0812,3.18,13.22,0.414,0.103,1.82
RO-ARQ-0813,3.08,11.99,0.476,0.11,1.76
RO-ARQ-0814,,,,,
RO-ARQ-0815,,,,,
RO-ARQ-0816,,,,,
RO-ARQ-0817,,,,,
RO-ARQ-0818,,,,,
RO-ARQ-0819,,,,,
RO-ARQ-0820,,,,,
RO-ARQ-0821,,,,,
RO-ARQ-0822,,,,,
RO-ARQ-0823,,,,,
RO-ARQ-0824,,,,,
RO-ARQ-0825,,,,,
RO-ARQ-0826,,,,,
RO-ARQ-0827,,,,,
RO-ARQ-0828,1.52,4.56,0.808,0.0,0.87
RO-ARQ-0829,2.93,7.99,0.323,0.0,1.68
RO-ARQ-0830,2.67,4.8,0.308,0.0,1.53
RO-ARQ-0831,2.11,2.22,0.0,0.0,1.21
RO-ARQ-0832,3.17,7.99,0.299,0.0,1.81
RO-ARQ-0833,3.81,5.5,0.25,0.0,2.18
RO-ARQ-0834,1.36,2.42,0.5,0.0,0.78
RO-ARQ-0835,2.59,4.33,0.214,0.0,1.48
RO-ARQ-0836,2.39,6.37,0.429,0.0,1.37
RO-ARQ-0837,3.14,6.37,0.167,0.0,1.8
RO-ARQ-0838,2.5,8.62,0.397,0.014,1.43
RO-ARQ-0839,2.77,10.87,0.324,0.027,1.59
RO-ARQ-0840,3.52,4.13,0.0,0.0,2.02
RO-ARQ-0841,3.61,3.66,0.0,0.0,2.07
RO-ARQ-0842,7.02,9.48,0.0,0.2,4.02
RO-ARQ-0843,3.97,6.06,0.167,0.0,2.27
RO-ARQ-0844,2.99,5.79,0.4,0.0,1.71
RO-ARQ-0845,6.06,6.06,0.0,0.0,3.47
RO-ARQ-0846,3.74,5.79,0.5,0.0,2.14
RO-ARQ-0847,5.44,7.33,0.0,0.0,3.11
RO-ARQ-0848,7.82,7.82,0.0,0.0,4.47
RO-ARQ-0849,3.2,8.6,0.342,0.013,1.83
RO-ARQ-0850,3.57,6.43,0.147,0.0,2.05
RO-ARQ-0851,4.72,10.82,0.127,0.114,2.7
RO-ARQ-0852,5.11,5.79,0.0,0.0,2.92
RO-ARQ-0853,3.85,10.7,0.17,0.094,2.2
RO-ARQ-0854,5.93,6.06,0.0,0.0,3.39
RO-ARQ-0855,5.89,7.46,0.0,0.0,3.37
RO-ARQ-0856,8.08,10.52,0.0,0.333,4.62
RO-ARQ-0857,5.84,14.81,0.125,0.266,3.34
RO-ARQ-0858,3.66,9.18,0.169,0.031,2.1
RO-ARQ-0859,1.83,6.05,0.641,0.0,1.05
RO-ARQ-0860,6.94,7.82,0.0,0.0,3.97
RO-ARQ-0861,3.74,7.16,0.132,0.0,2.14
RO-ARQ-0862,3.57,8.87,0.221,0.015,2.04
RO-ARQ-0863,4.93,5.79,0.0,0.0,2.82
RO-ARQ-0864,4.86,6.06,0.0,0.0,2.78
RO-ARQ-0865,3.72,3.87,0.0,0.0,2.13
RO-ARQ-0866,3.47,5.44,0.5,0.0,1.99
RO-ARQ-0867,4.82,5.44,0.0,0.0,2.76
RO-ARQ-0868,3.18,3.57,0.0,0.0,1.82
RO-ARQ-0869,3.26,3.87,0.0,0.0,1.86
RO-ARQ-0870,3.63,3.87,0.0,0.0,2.08
RO-ARQ-0871,2.91,3.85,0.0,0.0,1.67
RO-ARQ-0872,2.19,2.19,0.0,0.0,1.26
RO-ARQ-0873,1.65,1.65,1.0,0.0,0.95
RO-ARQ-0874,3.1,3.87,0.0,0.0,1.78
RO-ARQ-0875,2.61,3.57,0.5,0.0,1.49
RO-ARQ-0876,3.57,3.57,0.0,0.0,2.04
RO-ARQ-0877,3.03,3.87,0.0,0.0,1.74
RO-ARQ-0878,2.2,2.2,0.0,0.0,1.26
RO-ARQ-0879,0.98,1.65,1.0,0.0,0.56
RO-ARQ-0880,2.82,6.72,0.269,0.0,1.61
RO-ARQ-0881,2.46,5.7,0.375,0.0,1.41
RO-ARQ-0882,1.62,2.79,0.667,0.0,0.93
RO-ARQ-0883,4.05,6.58,0.5,0.0,2.32
RO-ARQ-0884,4.42,6.58,0.0,0.0,2.53
RO-ARQ-0885,2.3,4.86,0.6,0.0,1.32
RO-ARQ-0886,1.68,2.25,0.5,0.0,0.96
RO-ARQ-0887,3.28,3.96,0.0,0.0,1.88
RO-ARQ-0888,2.2,3.96,0.4,0.0,1.26
RO-ARQ-0889,3.56,4.47,0.0,0.0,2.04
RO-ARQ-0890,3.1,3.83,0.0,0.0,1.77
RO-ARQ-0891,2.68,3.83,0.333,0.0,1.53
RO-ARQ-0892,1.92,3.26,0.667,0.0,1.1
RO-ARQ-0893,3.1,3.83,0.0,0.0,1.77
RO-ARQ-0894,2.4,3.83,0.5,0.0,1.37
RO-ARQ-0895,0.98,1.48,1.0,0.0,0.56
RO-ARQ-0896,2.3,4.81,0.5,0.0,1.32
RO-ARQ-0897,2.43,4.44,0.5,0.0,1.39
RO-ARQ-0898,2.61,4.44,0.4,0.0,1.49
RO-ARQ-0899,2.45,2.92,0.5,0.0,1.41
RO-ARQ-0900,4.59,6.41,0.0,0.0,2.63
